,avg_dist,avg_rating_by_driver,avg_rating_of_driver,avg_surge,city,phone,signup_date,surge_pct,trips_in_first_30_days,luxury_car_user,weekday_pct,churn
63,4.13,5.0,5.0,1.0,Astapor,iPhone,2014-01-08,0.0,0,False,50.0,True
64,4.95,4.9,4.7,1.0,Astapor,Android,2014-01-14,0.0,0,True,100.0,False
65,1.97,4.4,5.0,1.0,Winterfell,iPhone,2014-01-07,0.0,0,False,80.0,False
66,4.99,5.0,4.3,1.33,King's Landing,iPhone,2014-01-20,33.3,6,True,16.7,True
67,13.59,5.0,4.5,1.0,King's Landing,iPhone,2014-01-26,0.0,1,False,50.0,False
68,6.93,5.0,5.0,1.0,King's Landing,iPhone,2014-01-24,0.0,1,False,40.0,False
69,1.82,4.7,4.4,1.1,Winterfell,iPhone,2014-01-16,9.8,10,True,80.5,False
70,43.73,5.0,4.642330559853267,1.0,Winterfell,iPhone,2014-01-11,0.0,1,True,0.0,True
71,6.03,5.0,4.3,1.05,Winterfell,iPhone,2014-01-19,10.0,2,True,40.0,False
72,2.6,3.8,4.0,1.2,Winterfell,iPhone,2014-01-27,20.0,0,True,40.0,True
73,3.37,5.0,4.642330559853267,1.0,Astapor,iPhone,2014-01-12,0.0,1,True,0.0,True
74,1.57,5.0,5.0,1.25,Winterfell,iPhone,2014-01-09,50.0,2,False,100.0,True
75,5.34,5.0,5.0,1.0,King's Landing,iPhone,2014-01-15,0.0,0,False,0.0,False
76,4.77,5.0,3.7,1.0,Winterfell,iPhone,2014-01-08,0.0,0,False,33.3,False
77,2.06,4.9,4.9,1.16,King's Landing,Android,2014-01-06,25.0,1,False,50.0,False
78,2.69,4.4,4.0,1.5,Astapor,iPhone,2014-01-27,40.0,1,False,60.0,False
79,1.92,4.3,3.7,1.0,Winterfell,Android,2014-01-02,0.0,6,False,68.0,False
80,1.86,4.9,5.0,1.0,Winterfell,Android,2014-01-04,0.0,2,False,56.3,False
81,1.55,4.6,5.0,1.16,Astapor,iPhone,2014-01-22,13.6,4,False,63.6,False
82,1.93,4.2,5.0,1.25,Astapor,Android,2014-01-26,33.3,12,True,72.2,False
83,6.73,5.0,3.5,1.0,Winterfell,iPhone,2014-01-24,0.0,1,True,83.3,False
84,1.71,4.4,5.0,1.0,Astapor,iPhone,2014-01-31,0.0,6,False,87.5,False
85,8.99,5.0,5.0,1.0,Winterfell,Android,2014-01-23,0.0,1,False,50.0,False
86,3.62,4.8,4.3,1.0,Astapor,Android,2014-01-15,0.0,2,False,55.6,False
87,5.66,5.0,4.8,1.0,Winterfell,Android,2014-01-17,0.0,2,True,50.0,False
88,4.86,4.8,4.0,1.0,Winterfell,iPhone,2014-01-06,0.0,1,False,55.6,False
89,5.11,3.0,4.279305301658383,3.25,Astapor,iPhone,2014-01-25,100.0,1,False,0.0,True
90,2.11,4.4,4.0,1.0,Winterfell,iPhone,2014-01-25,0.0,3,False,0.0,True
91,2.41,4.9,4.7,1.25,Astapor,iPhone,2014-01-31,25.0,3,False,50.0,False
92,0.63,5.0,5.0,1.0,Winterfell,iPhone,2014-01-30,0.0,2,False,100.0,True
93,14.55,4.7,4.8,1.04,Winterfell,iPhone,2014-01-14,5.6,27,True,73.2,False
94,2.68,5.0,4.0,1.75,King's Landing,iPhone,2014-01-04,50.0,2,False,0.0,True
95,7.29,5.0,4.5,1.03,Astapor,iPhone,2014-01-18,12.5,1,True,50.0,False
96,2.22,5.0,4.8,1.03,King's Landing,Android,2014-01-31,11.1,4,False,44.4,False
97,5.38,4.8,4.7,1.38,Winterfell,iPhone,2014-01-25,30.0,0,False,40.0,False
98,1.46,5.0,5.0,1.0,Winterfell,Android,2014-01-18,0.0,0,False,0.0,True
99,5.16,4.3,4.6,1.03,Winterfell,iPhone,2014-01-10,6.3,1,True,50.0,False
100,4.08,5.0,4.0,1.0,Winterfell,iPhone,2014-01-16,0.0,3,False,100.0,True
101,2.83,4.0,4.460817930755825,1.0,Winterfell,iPhone,2014-01-06,0.0,1,True,100.0,True
102,36.83,5.0,4.642330559853267,1.0,King's Landing,iPhone,2014-01-21,0.0,1,False,100.0,True
103,8.78,4.0,5.0,1.0,Astapor,iPhone,2014-01-11,0.0,0,False,100.0,False
104,13.9,5.0,4.642330559853267,1.0,Winterfell,iPhone,2014-01-17,0.0,1,True,100.0,True
105,1.75,5.0,4.642330559853267,1.0,Winterfell,Android,2014-01-28,0.0,1,False,100.0,True
106,3.47,5.0,5.0,1.33,Astapor,Android,2014-01-09,33.3,1,False,100.0,True
107,2.33,4.7,5.0,1.05,Astapor,iPhone,2014-01-12,4.5,7,False,81.8,False
108,4.37,5.0,4.642330559853267,1.0,Winterfell,Android,2014-01-11,0.0,1,False,0.0,True
109,2.82,5.0,5.0,1.0,King's Landing,iPhone,2014-01-10,0.0,1,False,50.0,True
110,4.89,5.0,4.0,1.0,Astapor,iPhone,2014-01-30,0.0,0,False,0.0,True
111,6.26,5.0,4.0,1.0,Winterfell,iPhone,2014-01-19,0.0,1,True,0.0,False
112,3.59,1.0,5.0,1.0,Astapor,iPhone,2014-01-25,0.0,1,False,0.0,True
113,3.07,5.0,5.0,1.0,Astapor,iPhone,2014-01-03,0.0,2,False,66.7,True
114,2.98,4.8,4.7,1.06,King's Landing,iPhone,2014-01-09,12.8,0,True,34.0,False
115,3.53,5.0,5.0,1.5,King's Landing,Android,2014-01-08,100.0,0,False,0.0,False
116,24.14,5.0,4.642330559853267,1.0,King's Landing,Android,2014-01-01,0.0,0,False,100.0,True
117,3.07,5.0,3.5,1.0,Astapor,Android,2014-01-18,0.0,2,False,0.0,True
118,22.19,5.0,4.642330559853267,1.0,Astapor,iPhone,2014-01-31,0.0,1,True,100.0,True
119,1.71,5.0,5.0,1.0,Winterfell,Android,2014-01-25,0.0,3,False,0.0,True
120,7.75,4.8,5.0,1.13,King's Landing,iPhone,2014-01-13,25.0,1,True,100.0,False
121,0.75,4.0,4.0,1.0,Winterfell,Android,2014-01-27,0.0,1,False,100.0,True
122,2.77,4.7,4.1,1.0,Winterfell,iPhone,2014-01-18,0.0,5,True,61.9,False
123,3.27,4.0,4.460817930755825,1.0,Winterfell,iPhone,2014-01-03,0.0,1,False,100.0,True
124,5.97,5.0,5.0,1.0,Winterfell,iPhone,2014-01-23,0.0,4,False,0.0,True
125,3.24,3.7,4.0,1.17,Winterfell,Android,2014-01-25,33.3,0,False,33.3,False
126,4.63,5.0,5.0,1.08,Astapor,iPhone,2014-01-19,33.3,0,False,66.7,True
127,0.67,4.0,4.460817930755825,1.0,Winterfell,iPhone,2014-01-17,0.0,1,False,100.0,True
128,3.02,4.9,4.9,1.0,Astapor,Android,2014-01-17,0.0,7,False,100.0,True
129,2.89,5.0,4.7,1.34,Winterfell,Android,2014-01-17,12.5,4,True,37.5,False
130,10.44,5.0,5.0,1.31,King's Landing,Android,2014-01-26,50.0,0,False,50.0,False
131,3.04,5.0,4.642330559853267,1.0,Astapor,Android,2014-01-18,0.0,0,True,100.0,False
132,1.69,4.8,4.3,1.0,Winterfell,Android,2014-01-11,0.0,0,True,33.3,False
133,2.18,5.0,3.8,1.18,King's Landing,iPhone,2014-01-24,25.0,0,False,12.5,False
134,3.82,4.7,5.0,1.08,Winterfell,iPhone,2014-01-15,5.6,6,False,55.6,False
135,2.79,5.0,5.0,1.0,Winterfell,iPhone,2014-01-10,0.0,1,False,100.0,True
136,2.99,4.8,3.5,1.0,Astapor,iPhone,2014-01-26,0.0,3,True,77.8,False
137,3.75,4.5,4.1,1.0,Winterfell,iPhone,2014-01-01,0.0,1,True,51.6,False
138,4.6,5.0,5.0,1.0,Winterfell,iPhone,2014-01-08,0.0,0,False,75.0,False
139,2.47,5.0,4.642330559853267,1.0,Winterfell,iPhone,2014-01-25,0.0,0,True,0.0,False
140,1.85,5.0,4.642330559853267,1.5,Winterfell,iPhone,2014-01-21,100.0,1,False,100.0,True
141,4.39,5.0,4.3,1.0,Astapor,iPhone,2014-01-03,0.0,2,True,80.0,False
142,1.62,4.0,5.0,1.0,Astapor,Android,2014-01-26,0.0,0,True,100.0,False
143,14.79,4.7,4.8,1.08,Winterfell,iPhone,2014-01-05,16.7,4,True,83.3,False
144,2.81,5.0,4.642330559853267,1.0,Winterfell,iPhone,2014-01-18,0.0,1,False,0.0,True
145,10.29,4.9,4.3,1.0,Winterfell,iPhone,2014-01-24,0.0,4,False,100.0,False
146,10.53,5.0,5.0,1.0,Winterfell,iPhone,2014-01-25,0.0,0,True,0.0,True
147,1.62,4.3,4.0,1.0,Astapor,Android,2014-01-22,0.0,2,False,100.0,True
148,7.05,5.0,4.4,1.0,Astapor,Android,2014-01-28,0.0,2,False,100.0,True
149,1.95,4.5,4.7,1.03,King's Landing,iPhone,2014-01-28,12.5,3,False,62.5,False
150,2.29,5.0,4.642330559853267,1.0,Winterfell,Android,2014-01-12,0.0,0,True,100.0,False
151,2.84,5.0,4.3,1.0,King's Landing,iPhone,2014-01-30,0.0,3,True,100.0,False
153,11.28,5.0,4.642330559853267,1.0,Astapor,iPhone,2014-01-25,0.0,0,False,0.0,True
154,2.26,4.7,4.0,1.0,Winterfell,Android,2014-01-25,0.0,1,False,33.3,False
155,12.46,5.0,5.0,1.0,Winterfell,Android,2014-01-31,0.0,0,False,75.0,False
156,9.16,4.0,4.460817930755825,1.19,Winterfell,Android,2014-01-05,25.0,0,False,0.0,False
157,8.73,5.0,4.8,1.0,King's Landing,iPhone,2014-01-25,0.0,1,True,75.0,False
158,13.33,4.5,4.551574245304546,1.0,Astapor,iPhone,2014-01-14,0.0,0,False,0.0,True
159,12.66,5.0,4.0,1.0,Winterfell,iPhone,2014-01-31,0.0,0,True,100.0,True
160,8.93,5.0,4.642330559853267,1.0,Winterfell,Android,2014-01-23,0.0,0,True,100.0,False
161,2.77,5.0,4.642330559853267,2.0,King's Landing,iPhone,2014-01-09,100.0,0,False,0.0,False
162,18.85,5.0,4.642330559853267,1.0,Winterfell,Android,2014-01-26,0.0,0,True,100.0,True
163,2.03,5.0,4.0,1.0,Astapor,iPhone,2014-01-23,0.0,0,True,100.0,False
164,2.02,4.0,4.460817930755825,1.0,Winterfell,Android,2014-01-31,0.0,1,False,100.0,True
165,7.12,4.7,5.0,1.0,Astapor,Android,2014-01-31,0.0,1,True,100.0,True
166,5.58,5.0,5.0,1.0,King's Landing,Android,2014-01-19,0.0,1,False,0.0,True
167,4.57,4.8,5.0,1.29,Winterfell,Android,2014-01-04,33.3,1,False,66.7,False
168,3.02,5.0,4.642330559853267,1.0,Winterfell,iPhone,2014-01-27,0.0,1,False,0.0,True
169,11.93,5.0,4.5,1.0,Astapor,iPhone,2014-01-26,0.0,2,False,100.0,True
170,1.59,5.0,2.0,1.0,Winterfell,Android,2014-01-04,0.0,1,False,0.0,True
171,1.71,4.7,5.0,1.0,King's Landing,iPhone,2014-01-24,0.0,0,True,100.0,False
172,3.64,5.0,4.642330559853267,1.04,King's Landing,iPhone,2014-01-10,16.7,0,False,50.0,False
173,2.55,4.5,4.5,1.0,Winterfell,Android,2014-01-19,0.0,5,False,75.0,False
174,8.53,5.0,4.642330559853267,1.0,Winterfell,Android,2014-01-31,0.0,1,False,0.0,True
175,4.13,5.0,4.642330559853267,1.0,Winterfell,Android,2014-01-08,0.0,0,False,100.0,True
176,4.89,4.0,4.460817930755825,1.0,Astapor,iPhone,2014-01-30,0.0,1,False,100.0,True
177,4.32,5.0,5.0,1.15,King's Landing,Android,2014-01-05,20.0,0,False,100.0,False
179,5.17,4.8,4.0,1.1,Astapor,iPhone,2014-01-04,20.0,2,False,20.0,False
180,7.75,4.0,5.0,1.0,Winterfell,iPhone,2014-01-31,0.0,0,False,60.0,True
181,11.59,5.0,5.0,1.6,Astapor,Android,2014-01-30,20.0,5,True,40.0,True
182,1.41,5.0,5.0,1.0,Astapor,iPhone,2014-01-04,0.0,0,False,100.0,False
183,9.19,5.0,5.0,1.0,Astapor,Android,2014-01-03,0.0,4,False,100.0,True
184,2.46,5.0,5.0,1.0,Astapor,Android,2014-01-12,0.0,0,False,100.0,True
185,5.27,4.8,4.4,1.17,King's Landing,Android,2014-01-03,16.7,0,True,66.7,False
186,2.0,4.7,4.3,1.0,Astapor,iPhone,2014-01-23,0.0,5,False,100.0,False
187,7.14,4.8,5.0,1.0,Winterfell,iPhone,2014-01-22,0.0,1,False,40.0,False
188,3.7,4.5,5.0,1.0,Winterfell,Android,2014-01-01,0.0,9,True,80.0,False
189,7.92,5.0,4.642330559853267,1.0,Winterfell,iPhone,2014-01-11,0.0,0,False,100.0,True
190,1.76,5.0,5.0,1.0,Astapor,Android,2014-01-31,0.0,1,False,100.0,True
191,2.99,4.8,5.0,1.06,King's Landing,Android,2014-01-02,9.5,6,True,83.3,False
192,4.4,5.0,5.0,1.0,Winterfell,iPhone,2014-01-01,0.0,1,False,100.0,True
193,2.32,5.0,4.642330559853267,1.0,Winterfell,iPhone,2014-01-01,0.0,0,False,0.0,False
194,32.62,5.0,4.642330559853267,1.0,Astapor,Android,2014-01-20,0.0,1,True,100.0,True
195,6.29,5.0,3.5,1.0,Astapor,Android,2014-01-09,0.0,4,False,75.0,True
196,2.1,5.0,5.0,1.0,Winterfell,iPhone,2014-01-10,0.0,0,False,100.0,False
197,6.43,4.0,4.460817930755825,1.0,Winterfell,Android,2014-01-11,0.0,0,False,100.0,False
198,3.0,5.0,5.0,1.0,Astapor,Android,2014-01-20,0.0,1,False,100.0,True
199,11.46,4.7,4.0,1.0,Winterfell,iPhone,2014-01-19,0.0,2,True,66.7,False
200,2.6,4.6,4.1,1.13,Winterfell,iPhone,2014-01-27,8.3,4,True,50.0,False
201,2.37,4.4,4.9,1.04,Winterfell,Android,2014-01-01,2.7,1,False,70.3,False
202,10.83,5.0,4.642330559853267,1.0,Winterfell,iPhone,2014-01-24,0.0,0,True,66.7,False
203,15.07,5.0,5.0,1.0,Winterfell,iPhone,2014-01-17,0.0,0,False,100.0,True
204,1.88,5.0,5.0,1.0,Astapor,iPhone,2014-01-02,0.0,0,True,0.0,False
205,1.44,5.0,4.642330559853267,1.0,Astapor,iPhone,2014-01-26,0.0,0,False,100.0,True
206,5.66,4.7,4.9,1.0,Astapor,iPhone,2014-01-12,0.0,4,False,64.7,False
207,2.99,4.9,4.9,1.05,King's Landing,iPhone,2014-01-10,10.9,12,True,57.8,False
208,6.73,5.0,4.642330559853267,1.0,Astapor,Android,2014-01-23,0.0,1,False,100.0,True
209,8.43,5.0,5.0,1.0,King's Landing,Android,2014-01-19,0.0,2,False,42.9,False
210,18.28,4.0,4.460817930755825,1.0,Winterfell,iPhone,2014-01-05,0.0,0,True,100.0,True
211,1.91,5.0,4.642330559853267,1.0,Astapor,Android,2014-01-20,0.0,0,False,0.0,True
212,1.26,3.0,5.0,1.0,King's Landing,Android,2014-01-09,0.0,3,False,66.7,True
213,22.35,5.0,4.642330559853267,1.0,Astapor,Android,2014-01-31,0.0,1,False,100.0,True
214,9.79,5.0,4.7,1.0,King's Landing,iPhone,2014-01-11,0.0,1,True,83.3,False
215,3.47,5.0,4.642330559853267,1.0,King's Landing,iPhone,2014-01-07,0.0,1,True,0.0,False
217,2.92,5.0,4.642330559853267,1.0,Astapor,iPhone,2014-01-11,0.0,1,True,0.0,True
218,8.0,5.0,5.0,1.0,Winterfell,iPhone,2014-01-17,0.0,0,False,100.0,False
219,2.46,4.2,3.8,1.0,Winterfell,Android,2014-01-24,0.0,7,True,73.1,True
220,4.75,4.3,5.0,1.0,Astapor,iPhone,2014-01-21,0.0,0,True,75.0,False
221,3.13,5.0,5.0,2.5,Winterfell,iPhone,2014-01-18,100.0,1,False,0.0,True
222,2.55,5.0,4.7,1.0,Astapor,iPhone,2014-01-16,0.0,5,False,50.0,True
223,3.63,5.0,5.0,1.0,King's Landing,Android,2014-01-30,0.0,1,True,100.0,True
224,4.25,5.0,5.0,1.0,Astapor,iPhone,2014-01-22,0.0,0,False,100.0,True
225,7.9,5.0,4.642330559853267,1.0,Winterfell,iPhone,2014-01-09,0.0,1,False,100.0,True
226,4.21,4.5,4.7,1.0,Astapor,Android,2014-01-16,0.0,0,False,62.5,False
227,3.18,4.4,3.8,1.11,Winterfell,iPhone,2014-01-04,13.0,7,True,65.2,False
228,26.5,5.0,5.0,1.0,Astapor,iPhone,2014-01-10,0.0,1,True,100.0,True
229,8.53,5.0,3.0,1.0,Winterfell,iPhone,2014-01-14,0.0,0,False,0.0,True
230,2.48,4.9,4.7,1.0,King's Landing,iPhone,2014-01-17,0.0,8,True,56.5,False
231,2.39,4.0,5.0,1.0,Winterfell,Android,2014-01-29,0.0,0,True,0.0,True
232,3.91,5.0,4.642330559853267,1.0,Winterfell,Android,2014-01-25,0.0,1,True,0.0,True
233,2.14,4.3,4.8,1.0,Winterfell,Android,2014-01-02,0.0,4,False,27.3,False
234,3.97,4.6,4.6,1.19,Astapor,iPhone,2014-01-24,37.5,1,False,37.5,True
235,10.02,5.0,4.642330559853267,1.0,King's Landing,iPhone,2014-01-28,0.0,1,False,100.0,False
236,9.74,5.0,4.0,1.0,Winterfell,Android,2014-01-24,0.0,5,True,0.0,False
237,17.86,5.0,4.0,1.0,Winterfell,iPhone,2014-01-10,0.0,0,True,100.0,True
238,3.74,4.7,4.5,1.02,Winterfell,Android,2014-01-18,6.3,4,False,31.3,False
240,1.07,5.0,5.0,1.0,Astapor,iPhone,2014-01-24,0.0,3,False,66.7,True
241,17.76,5.0,4.642330559853267,1.0,Winterfell,Android,2014-01-01,0.0,1,False,100.0,True
242,0.85,5.0,4.642330559853267,1.0,Astapor,Android,2014-01-25,0.0,1,False,0.0,True
243,3.75,5.0,5.0,1.0,King's Landing,iPhone,2014-01-29,0.0,0,True,100.0,False
244,1.65,5.0,4.642330559853267,1.0,Winterfell,iPhone,2014-01-28,0.0,1,False,100.0,True
245,7.71,4.8,4.9,1.01,Winterfell,iPhone,2014-01-07,2.9,15,True,65.9,False
246,5.4,5.0,4.642330559853267,1.0,Winterfell,Android,2014-01-31,0.0,0,False,100.0,True
247,2.87,5.0,5.0,1.05,Astapor,iPhone,2014-01-12,20.0,1,False,30.0,False
248,2.55,4.8,4.9,1.12,Astapor,iPhone,2014-01-25,14.4,39,True,78.3,False
249,13.47,5.0,4.0,1.0,Winterfell,Android,2014-01-25,0.0,1,False,0.0,True
250,2.58,5.0,5.0,1.05,Winterfell,Android,2014-01-17,10.0,0,True,70.0,False
251,17.73,5.0,4.642330559853267,1.0,Winterfell,iPhone,2014-01-14,0.0,1,True,0.0,True
252,2.69,5.0,4.642330559853267,1.0,Astapor,iPhone,2014-01-25,0.0,0,True,100.0,True
253,5.81,4.8,3.1,1.02,Winterfell,iPhone,2014-01-10,2.6,16,False,100.0,False
254,1.66,4.0,4.460817930755825,1.0,Astapor,iPhone,2014-01-31,0.0,0,False,100.0,False
255,4.34,5.0,4.642330559853267,1.0,Astapor,Android,2014-01-05,0.0,1,True,0.0,True
256,7.54,4.4,5.0,1.0,Winterfell,iPhone,2014-01-21,0.0,0,False,40.0,True
257,4.57,5.0,4.642330559853267,1.0,Astapor,iPhone,2014-01-21,0.0,0,True,100.0,True
258,13.1,5.0,5.0,1.0,Winterfell,iPhone,2014-01-01,0.0,0,False,100.0,False
259,4.31,5.0,5.0,1.0,Winterfell,iPhone,2014-01-10,0.0,1,False,100.0,True
260,1.64,5.0,4.8,1.0,Winterfell,iPhone,2014-01-10,0.0,2,False,50.0,True
261,2.85,5.0,4.7,1.02,Winterfell,Android,2014-01-26,10.0,4,False,60.0,False
262,2.63,4.8,5.0,1.06,King's Landing,Android,2014-01-05,25.0,0,False,75.0,False
263,6.3,5.0,5.0,1.0,Winterfell,Android,2014-01-19,0.0,1,False,0.0,True
264,5.32,4.8,4.6,1.15,Winterfell,iPhone,2014-01-21,20.0,3,False,100.0,True
265,18.4,5.0,5.0,1.0,Winterfell,iPhone,2014-01-05,0.0,0,False,100.0,True
266,5.63,4.2,5.0,1.0,King's Landing,iPhone,2014-01-25,0.0,0,False,100.0,False
267,2.38,5.0,4.642330559853267,1.0,Astapor,iPhone,2014-01-21,0.0,0,True,0.0,True
268,4.57,5.0,5.0,1.0,Winterfell,iPhone,2014-01-09,0.0,1,True,100.0,False
269,2.38,5.0,5.0,1.08,Winterfell,iPhone,2014-01-06,33.3,0,False,50.0,True
270,1.51,4.0,3.3,1.0,Astapor,iPhone,2014-01-25,0.0,1,True,0.0,True
271,1.22,5.0,5.0,1.0,Winterfell,iPhone,2014-01-10,0.0,2,False,50.0,True
272,3.27,5.0,4.642330559853267,1.38,Winterfell,Android,2014-01-12,25.0,1,False,75.0,False
273,4.29,4.7,5.0,1.0,Winterfell,iPhone,2014-01-27,0.0,0,False,100.0,False
274,7.52,4.7,3.7,1.0,Astapor,iPhone,2014-01-18,0.0,1,False,33.3,False
275,8.11,5.0,4.642330559853267,1.0,Winterfell,iPhone,2014-01-23,0.0,2,False,100.0,True
276,2.47,4.7,4.5,1.2,Astapor,iPhone,2014-01-19,21.4,23,True,71.4,True
277,5.36,5.0,4.642330559853267,1.0,Astapor,iPhone,2014-01-04,0.0,0,True,100.0,True
278,3.68,3.8,5.0,1.13,Astapor,iPhone,2014-01-31,12.5,2,False,50.0,False
279,2.61,4.8,4.4,1.0,Winterfell,Android,2014-01-05,0.0,1,False,81.3,False
